,Variable Name,description
1738,ICLEVEL,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1739,UGDS_MEN,"Fall 2018, reported in IPEDS DCY2018-19"
1740,UGDS_WOMEN,"Fall 2018, reported in IPEDS DCY2018-19"
1741,CDR2_DENOM,
1742,CDR3_DENOM,FSA FY2016 cohort measured in FY2018
1743,T4APPROVALDATE,
1744,D150_4_WHITE,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1745,D150_4_BLACK,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1746,D150_4_HISP,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1747,D150_4_ASIAN,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1748,D150_4_AIAN,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1749,D150_4_NHPI,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1750,D150_4_2MOR,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1751,D150_4_NRA,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1752,D150_4_UNKN,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1753,D150_4_WHITENH,
1754,D150_4_BLACKNH,
1755,D150_4_API,
1756,D150_4_AIANOLD,
1757,D150_4_HISPOLD,
1758,D150_L4_WHITE,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1759,D150_L4_BLACK,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1760,D150_L4_HISP,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1761,D150_L4_ASIAN,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1762,D150_L4_AIAN,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1763,D150_L4_NHPI,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1764,D150_L4_2MOR,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1765,D150_L4_NRA,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1766,D150_L4_UNKN,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1767,D150_L4_WHITENH,
1768,D150_L4_BLACKNH,
1769,D150_L4_API,
1770,D150_L4_AIANOLD,
1771,D150_L4_HISPOLD,
1772,D_PCTPELL_PCTFLOAN,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
1773,OPENADMP,"Fall 2018, reported in IPEDS DCY2018-19"
1774,UGNONDS,"Fall 2018, reported in IPEDS DCY2018-19"
1775,GRADS,"Fall 2018, reported in IPEDS DCY2018-19"
1776,ACCREDCODE,
1777,OMACHT6_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1778,OMAWDP6_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1779,OMACHT8_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1780,OMAWDP8_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1781,OMENRYP8_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1782,OMENRAP8_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1783,OMENRUP8_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1784,OMACHT6_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1785,OMAWDP6_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1786,OMACHT8_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1787,OMAWDP8_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1788,OMENRYP8_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1789,OMENRAP8_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1790,OMENRUP8_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1791,OMACHT6_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1792,OMAWDP6_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1793,OMACHT8_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1794,OMAWDP8_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1795,OMENRYP8_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1796,OMENRAP8_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1797,OMENRUP8_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1798,OMACHT6_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1799,OMAWDP6_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1800,OMACHT8_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1801,OMAWDP8_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1802,OMENRYP8_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1803,OMENRAP8_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1804,OMENRUP8_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1805,RET_FT4_POOLED,
1806,RET_FTL4_POOLED,
1807,RET_PT4_POOLED,
1808,RET_PTL4_POOLED,
1809,RET_FT_DEN4_POOLED,
1810,RET_FT_DENL4_POOLED,
1811,RET_PT_DEN4_POOLED,
1812,RET_PT_DENL4_POOLED,
1813,POOLYRSRET_FT,
1814,POOLYRSRET_PT,
1815,RET_FT4_POOLED_SUPP,
1816,RET_FTL4_POOLED_SUPP,
1817,RET_PT4_POOLED_SUPP,
1818,RET_PTL4_POOLED_SUPP,
1819,TRANS_4_POOLED,
1820,TRANS_L4_POOLED,
1821,DTRANS_4_POOLED,
1822,DTRANS_L4_POOLED,
1823,TRANS_4_POOLED_SUPP,
1824,TRANS_L4_POOLED_SUPP,
1825,C100_4_POOLED,
1826,C100_L4_POOLED,
1827,D100_4_POOLED,
1828,D100_L4_POOLED,
1829,POOLYRS100,
1830,C100_4_POOLED_SUPP,
1831,C100_L4_POOLED_SUPP,
1832,C150_4_PELL,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1833,D150_4_PELL,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1834,C150_L4_PELL,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1835,D150_L4_PELL,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1836,C150_4_LOANNOPELL,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1837,D150_4_LOANNOPELL,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1838,C150_L4_LOANNOPELL,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1839,D150_L4_LOANNOPELL,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1840,C150_4_NOLOANNOPELL,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1841,D150_4_NOLOANNOPELL,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1842,C150_L4_NOLOANNOPELL,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1843,D150_L4_NOLOANNOPELL,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
1844,GT_28K_P10,
1845,GT_28K_P8,
1846,GT_28K_P6,
1847,OMACHT6_FTFT_POOLED,
1848,OMAWDP6_FTFT_POOLED,
1849,OMACHT8_FTFT_POOLED,
1850,OMAWDP8_FTFT_POOLED,
1851,OMENRYP8_FTFT_POOLED,
1852,OMENRAP8_FTFT_POOLED,
1853,OMENRUP8_FTFT_POOLED,
1854,OMACHT6_PTFT_POOLED,
1855,OMAWDP6_PTFT_POOLED,
1856,OMACHT8_PTFT_POOLED,
1857,OMAWDP8_PTFT_POOLED,
1858,OMENRYP8_PTFT_POOLED,
1859,OMENRAP8_PTFT_POOLED,
1860,OMENRUP8_PTFT_POOLED,
1861,OMACHT6_FTNFT_POOLED,
1862,OMAWDP6_FTNFT_POOLED,
1863,OMACHT8_FTNFT_POOLED,
1864,OMAWDP8_FTNFT_POOLED,
1865,OMENRYP8_FTNFT_POOLED,
1866,OMENRAP8_FTNFT_POOLED,
1867,OMENRUP8_FTNFT_POOLED,
1868,OMACHT6_PTNFT_POOLED,
1869,OMAWDP6_PTNFT_POOLED,
1870,OMACHT8_PTNFT_POOLED,
1871,OMAWDP8_PTNFT_POOLED,
1872,OMENRYP8_PTNFT_POOLED,
1873,OMENRAP8_PTNFT_POOLED,
1874,OMENRUP8_PTNFT_POOLED,
1875,POOLYRSOM_FTFT,
1876,POOLYRSOM_PTFT,
1877,POOLYRSOM_FTNFT,
1878,POOLYRSOM_PTNFT,
1879,OMAWDP6_FTFT_POOLED_SUPP,
1880,OMAWDP8_FTFT_POOLED_SUPP,
1881,OMENRYP8_FTFT_POOLED_SUPP,
1882,OMENRAP8_FTFT_POOLED_SUPP,
1883,OMENRUP8_FTFT_POOLED_SUPP,
1884,OMAWDP6_PTFT_POOLED_SUPP,
1885,OMAWDP8_PTFT_POOLED_SUPP,
1886,OMENRYP8_PTFT_POOLED_SUPP,
1887,OMENRAP8_PTFT_POOLED_SUPP,
1888,OMENRUP8_PTFT_POOLED_SUPP,
1889,OMAWDP6_FTNFT_POOLED_SUPP,
1890,OMAWDP8_FTNFT_POOLED_SUPP,
1891,OMENRYP8_FTNFT_POOLED_SUPP,
1892,OMENRAP8_FTNFT_POOLED_SUPP,
1893,OMENRUP8_FTNFT_POOLED_SUPP,
1894,OMAWDP6_PTNFT_POOLED_SUPP,
1895,OMAWDP8_PTNFT_POOLED_SUPP,
1896,OMENRYP8_PTNFT_POOLED_SUPP,
1897,OMENRAP8_PTNFT_POOLED_SUPP,
1898,OMENRUP8_PTNFT_POOLED_SUPP,
1899,SCHTYPE,
1900,OPEFLAG,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1901,PRGMOFR,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1902,CIPCODE1,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1903,CIPCODE2,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1904,CIPCODE3,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1905,CIPCODE4,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1906,CIPCODE5,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1907,CIPCODE6,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1908,CIPTITLE1,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1909,CIPTITLE2,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1910,CIPTITLE3,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1911,CIPTITLE4,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1912,CIPTITLE5,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1913,CIPTITLE6,"AcadYr 2018-19, reported in IPEDS DCY2018-19. Based on the CIP2010 codes."
1914,CIPTFBS1,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1915,CIPTFBS2,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1916,CIPTFBS3,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1917,CIPTFBS4,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1918,CIPTFBS5,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1919,CIPTFBS6,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1920,CIPTFBSANNUAL1,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1921,CIPTFBSANNUAL2,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1922,CIPTFBSANNUAL3,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1923,CIPTFBSANNUAL4,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1924,CIPTFBSANNUAL5,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1925,CIPTFBSANNUAL6,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1926,MTHCMP1,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1927,MTHCMP2,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1928,MTHCMP3,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1929,MTHCMP4,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1930,MTHCMP5,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1931,MTHCMP6,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
1932,POOLYRSOM_ALL,
1933,POOLYRSOM_FIRSTTIME,
1934,POOLYRSOM_NOTFIRSTTIME,
1935,POOLYRSOM_FULLTIME,
1936,POOLYRSOM_PARTTIME,
1937,OMENRYP_ALL,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1938,OMENRAP_ALL,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1939,OMAWDP8_ALL,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1940,OMENRUP_ALL,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1941,OMENRYP_FIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1942,OMENRAP_FIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1943,OMAWDP8_FIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1944,OMENRUP_FIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1945,OMENRYP_NOTFIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1946,OMENRAP_NOTFIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1947,OMAWDP8_NOTFIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1948,OMENRUP_NOTFIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1949,OMENRYP_FULLTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1950,OMENRAP_FULLTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1951,OMAWDP8_FULLTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1952,OMENRUP_FULLTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1953,OMENRYP_PARTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1954,OMENRAP_PARTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1955,OMAWDP8_PARTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1956,OMENRUP_PARTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
1957,OMENRYP_ALL_POOLED_SUPP,
1958,OMENRAP_ALL_POOLED_SUPP,
1959,OMAWDP8_ALL_POOLED_SUPP,
1960,OMENRUP_ALL_POOLED_SUPP,
1961,OMENRYP_FIRSTTIME_POOLED_SUPP,
1962,OMENRAP_FIRSTTIME_POOLED_SUPP,
1963,OMAWDP8_FIRSTTIME_POOLED_SUPP,
1964,OMENRUP_FIRSTTIME_POOLED_SUPP,
1965,OMENRYP_NOTFIRSTTIME_POOLED_SUPP,
1966,OMENRAP_NOTFIRSTTIME_POOLED_SUPP,
1967,OMAWDP8_NOTFIRSTTIME_POOLED_SUPP,
1968,OMENRUP_NOTFIRSTTIME_POOLED_SUPP,
1969,OMENRYP_FULLTIME_POOLED_SUPP,
1970,OMENRAP_FULLTIME_POOLED_SUPP,
1971,OMAWDP8_FULLTIME_POOLED_SUPP,
1972,OMENRUP_FULLTIME_POOLED_SUPP,
1973,OMENRYP_PARTTIME_POOLED_SUPP,
1974,OMENRAP_PARTTIME_POOLED_SUPP,
1975,OMAWDP8_PARTTIME_POOLED_SUPP,
1976,OMENRUP_PARTTIME_POOLED_SUPP,
1977,FTFTPCTPELL,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
1978,FTFTPCTFLOAN,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
1979,UG12MN,"AY2017-18, reported in IPEDS DCY2018-19"
1980,G12MN,"AY2017-18, reported in IPEDS DCY2018-19"
1981,SCUGFFN,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
1982,POOLYRS_FTFTAIDPCT,
1983,FTFTPCTPELL_POOLED_SUPP,
1984,FTFTPCTFLOAN_POOLED_SUPP,
1985,SCUGFFN_POOLED,
1986,PPLUS_PCT_LOW,"Numerator: FSA AY2017-18; Denominator: AY2017-18, reported in IPEDS DCY2018-19"
1987,PPLUS_PCT_HIGH,"Numerator: FSA AY2017-18; Denominator: AY2017-18, reported in IPEDS DCY2018-19"
1988,PPLUS_PCT_LOW_POOLED_SUPP,
1989,PPLUS_PCT_HIGH_POOLED_SUPP,
1990,POOLYRS_PLUSPCT,
1991,PLUS_DEBT_INST_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
1992,PLUS_DEBT_INST_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
1993,PLUS_DEBT_ALL_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
1994,PLUS_DEBT_ALL_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
1995,PLUS_DEBT_INST_COMP_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
1996,PLUS_DEBT_INST_COMP_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
1997,PLUS_DEBT_INST_COMP_MDPAY10,
1998,PLUS_DEBT_INST_COMP_MD_SUPP,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
1999,PLUS_DEBT_INST_COMP_MDPAY10_SUPP,
2000,PLUS_DEBT_ALL_COMP_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2001,PLUS_DEBT_ALL_COMP_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2002,PLUS_DEBT_ALL_COMP_MDPAY10,
2003,PLUS_DEBT_ALL_COMP_MD_SUPP,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2004,PLUS_DEBT_ALL_COMP_MDPAY10_SUPP,
2005,PLUS_DEBT_INST_NOCOMP_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2006,PLUS_DEBT_INST_NOCOMP_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2007,PLUS_DEBT_ALL_NOCOMP_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2008,PLUS_DEBT_ALL_NOCOMP_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2009,PLUS_DEBT_INST_MALE_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2010,PLUS_DEBT_INST_MALE_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2011,PLUS_DEBT_ALL_MALE_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2012,PLUS_DEBT_ALL_MALE_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2013,PLUS_DEBT_INST_NOMALE_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2014,PLUS_DEBT_INST_NOMALE_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2015,PLUS_DEBT_ALL_NOMALE_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2016,PLUS_DEBT_ALL_NOMALE_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2017,PLUS_DEBT_INST_PELL_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2018,PLUS_DEBT_INST_PELL_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2019,PLUS_DEBT_ALL_PELL_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2020,PLUS_DEBT_ALL_PELL_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2021,PLUS_DEBT_INST_NOPELL_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2022,PLUS_DEBT_INST_NOPELL_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2023,PLUS_DEBT_ALL_NOPELL_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2024,PLUS_DEBT_ALL_NOPELL_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2025,PLUS_DEBT_INST_STAFFTHIS_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2026,PLUS_DEBT_INST_STAFFTHIS_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2027,PLUS_DEBT_ALL_STAFFTHIS_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2028,PLUS_DEBT_ALL_STAFFTHIS_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2029,PLUS_DEBT_INST_NOSTAFFTHIS_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2030,PLUS_DEBT_INST_NOSTAFFTHIS_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2031,PLUS_DEBT_ALL_NOSTAFFTHIS_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2032,PLUS_DEBT_ALL_NOSTAFFTHIS_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2033,PLUS_DEBT_INST_STAFFANY_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2034,PLUS_DEBT_INST_STAFFANY_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2035,PLUS_DEBT_ALL_STAFFANY_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2036,PLUS_DEBT_ALL_STAFFANY_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2037,PLUS_DEBT_INST_NOSTAFFANY_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2038,PLUS_DEBT_INST_NOSTAFFANY_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2039,PLUS_DEBT_ALL_NOSTAFFANY_N,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2040,PLUS_DEBT_ALL_NOSTAFFANY_MD,"NSLDS AY2017-18, AY2018-19 pooled cohorts"
2041,COUNT_NWNE_3YR,"Treasury AY2014-15, AY2015-16 pooled cohort measured in CY2018, CY2019"
2042,COUNT_WNE_3YR,"Treasury AY2014-15, AY2015-16 pooled cohort measured in CY2018, CY2019"
2043,CNTOVER150_3YR,"Treasury AY2014-15, AY2015-16 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2044,DBRR1_FED_UG_N,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2045,DBRR1_FED_UG_NUM,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2046,DBRR1_FED_UG_DEN,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2047,DBRR1_FED_UG_RT,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2048,DBRR1_FED_GR_N,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2049,DBRR1_FED_GR_NUM,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2050,DBRR1_FED_GR_DEN,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2051,DBRR1_FED_GR_RT,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2052,DBRR1_FED_UGCOMP_N,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2053,DBRR1_FED_UGCOMP_NUM,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2054,DBRR1_FED_UGCOMP_DEN,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2055,DBRR1_FED_UGCOMP_RT,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2056,DBRR1_FED_UGNOCOMP_N,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2057,DBRR1_FED_UGNOCOMP_NUM,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2058,DBRR1_FED_UGNOCOMP_DEN,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2059,DBRR1_FED_UGNOCOMP_RT,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2060,DBRR1_FED_UGUNK_N,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2061,DBRR1_FED_UGUNK_NUM,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2062,DBRR1_FED_UGUNK_DEN,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2063,DBRR1_FED_UGUNK_RT,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2064,DBRR1_FED_GRCOMP_N,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2065,DBRR1_FED_GRCOMP_NUM,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2066,DBRR1_FED_GRCOMP_DEN,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2067,DBRR1_FED_GRCOMP_RT,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2068,DBRR1_FED_GRNOCOMP_N,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2069,DBRR1_FED_GRNOCOMP_NUM,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2070,DBRR1_FED_GRNOCOMP_DEN,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2071,DBRR1_FED_GRNOCOMP_RT,"NSLDS AY2016-17, AY2017-18 pooled cohorts measured in 2017-2018, 2018-2019"
2072,DBRR4_FED_UG_N,"NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019"
2073,DBRR4_FED_UG_NUM,"NSLDS AY2013-14, AY2014-15 pooled cohorts measured in 2017-2018, 2018-2019"
